encoded_article,decoded_article,fame_score
Piccadilly_Circus,Piccadilly_Circus,5.0
Picts,Picts,4.0
Pied_Avocet,Pied_Avocet,3.0
Pig,Pig,8.0
Pigeon,Pigeon,7.0
Pigment,Pigment,6.0
Pikachu,Pikachu,9.0
Pink_Pigeon,Pink_Pigeon,5.0
Pinworm,Pinworm,4.0
Pitcairn_Islands,Pitcairn_Islands,5.0
Plains_Zebra,Plains_Zebra,6.0
Planet,Planet,8.0
Planetary_habitability,Planetary_habitability,7.0
Planetary_nebula,Planetary_nebula,5.0
Plant,Plant,8.0
Plant_cell,Plant_cell,7.0
Plasma_%28physics%29,Plasma_(physics),6.0
Plate_tectonics,Plate_tectonics,7.0
Plateosaurus,Plateosaurus,5.0
Platinum,Platinum,7.0
Plato,Plato,8.0
Platypus,Platypus,6.0
Playing_card,Playing_card,6.0
Pleiades_%28star_cluster%29,Pleiades_(star_cluster),7.0
Plesiosaur,Plesiosaur,6.0
Pliocene,Pliocene,6.0
Plover,Plover,5.0
Plum,Plum,5.0
Pluto,Pluto,9.0
Plutonium,Plutonium,8.0
Plymouth,Plymouth,6.0
Pneumonia,Pneumonia,6.0
Pochard,Pochard,4.0
Podcasting,Podcasting,8.0
Poetry,Poetry,7.0
Poetry_of_the_United_States,Poetry_of_the_United_States,5.0
Poison_gas_in_World_War_I,Poison_gas_in_World_War_I,6.0
Pok%C3%A9mon_Trading_Card_Game,Pokémon_Trading_Card_Game,8.0
Poland,Poland,8.0
Polar_coordinate_system,Polar_coordinate_system,5.0
Polar_ice_cap,Polar_ice_cap,6.0
Police,Police,8.0
Police_state,Police_state,6.0
Polish%E2%80%93Muscovite_War_%281605%E2%80%931618%29,Polish–Muscovite_War_(1605–1618),3.0
Polish-Lithuanian_Commonwealth,Polish-Lithuanian_Commonwealth,5.0
Polish-Muscovite_War_%281605%E2%80%931618%29,Polish-Muscovite_War_(1605–1618),3.0
Polish-Soviet_War,Polish-Soviet_War,4.0
Political_economy,Political_economy,5.0
Political_integration_of_India,Political_integration_of_India,3.0
Political_philosophy,Political_philosophy,6.0
Political_science,Political_science,5.0
Politics,Politics,5.0
Politics_of_the_United_Kingdom,Politics_of_the_United_Kingdom,6.0
Pollinator,Pollinator,7.0
Pollinator_decline,Pollinator_decline,5.0
Pollution,Pollution,7.0
Polonium,Polonium,6.0
Polymerase_chain_reaction,Polymerase_chain_reaction,7.0
Pompeii,Pompeii,8.0
Pond,Pond,5.0
Pontiac%27s_Rebellion,Pontiac's_Rebellion,6.0
Pony,Pony,5.0
Poor_Law,Poor_Law,4.0
Pop_Idol,Pop_Idol,8.0
Pope,Pope,10.0
Pope_Benedict_XVI,Pope_Benedict_XVI,9.0
Pope_John_Paul_II,Pope_John_Paul_II,9.0
Pope_Pius_XII,Pope_Pius_XII,8.0
Popular_culture,Popular_culture,7.0
Popular_culture_studies,Popular_culture_studies,6.0
Population_history_of_American_indigenous_peoples,Population_history_of_American_indigenous_peoples,5.0
Porgy_and_Bess,Porgy_and_Bess,8.0
Port_Louis,Port_Louis,6.0
Porto-Novo,Porto-Novo,5.0
Portsmouth,Portsmouth,6.0
Portugal,Portugal,8.0
Portuguese_Communist_Party,Portuguese_Communist_Party,4.0
Portuguese_language,Portuguese_language,7.0
Post-glacial_rebound,Post-glacial_rebound,3.0
Postage_stamp,Postage_stamp,4.0
Postman_Pat,Postman_Pat,5.0
Potassium,Potassium,6.0
Potassium_iodide,Potassium_iodide,5.0
Potassium_nitrate,Potassium_nitrate,6.0
Potato,Potato,9.0
Pottery,Pottery,6.0
Poultry,Poultry,7.0
Pound_sterling,Pound_sterling,6.0
Poverty,Poverty,7.0
Prague,Prague,8.0
Praia,Praia,5.0
Praseodymium,Praseodymium,4.0
Pre-Raphaelite_Brotherhood,Pre-Raphaelite_Brotherhood,5.0
Precambrian,Precambrian,8.0
Prehistoric_man,Prehistoric_man,6.0
President_of_the_United_States,President_of_the_United_States,10.0
Pretoria,Pretoria,7.0
Pride_and_Prejudice,Pride_and_Prejudice,9.0
Prime_Minister_of_the_United_Kingdom,Prime_Minister_of_the_United_Kingdom,10.0
Prime_number,Prime_number,8.0
Primula,Primula,5.0
Princeton_University,Princeton_University,9.0
Principality,Principality,6.0
Printmaking,Printmaking,6.0
Prion,Prion,5.0
Private_Peaceful,Private_Peaceful,4.0
Privy_Council_of_the_United_Kingdom,Privy_Council_of_the_United_Kingdom,6.0
Pro_Milone,Pro_Milone,2.0
Probability_theory,Probability_theory,7.0
Programming_language,Programming_language,8.0
Project_MKULTRA,Project_MKULTRA,6.0
Project_Vanguard,Project_Vanguard,5.0
Promethium,Promethium,3.0
Propaganda,Propaganda,7.0
Property,Property,6.0
Prospecting,Prospecting,5.0
Prostate_cancer,Prostate_cancer,7.0
Protactinium,Protactinium,5.0
Protein,Protein,7.0
Protoceratops,Protoceratops,4.0
Proton,Proton,6.0
Proxima_Centauri,Proxima_Centauri,6.0
Psittacosaurus,Psittacosaurus,4.0
Psychology,Psychology,8.0
Pterosaur,Pterosaur,6.0
Ptolemy,Ptolemy,7.0
Publishing,Publishing,7.0
Puerto_Rico,Puerto_Rico,8.0
Puffin,Puffin,6.0
Pumpkin,Pumpkin,5.0
Punctuated_equilibrium,Punctuated_equilibrium,6.0
Pupil,Pupil,5.0
Pygmy_Hippopotamus,Pygmy_Hippopotamus,5.0
Pyongyang,Pyongyang,9.0
Pyotr_Ilyich_Tchaikovsky,Pyotr_Ilyich_Tchaikovsky,8.0
Pyramid,Pyramid,7.0
Pyrite,Pyrite,5.0
Pythagoras,Pythagoras,7.0
Pythagorean_theorem,Pythagorean_theorem,6.0
Python_%28programming_language%29,Python_(programming_language),9.0
Qatar,Qatar,7.0
Qin_Dynasty,Qin_Dynasty,8.0
Qin_Shi_Huang,Qin_Shi_Huang,8.0
Qing_Dynasty,Qing_Dynasty,9.0
Quantity,Quantity,4.0
Quantum_chemistry,Quantum_chemistry,6.0
Quantum_computer,Quantum_computer,7.0
Quantum_mechanics,Quantum_mechanics,8.0
Quark,Quark,6.0
Quartz,Quartz,5.0
Quatermass_and_the_Pit,Quatermass_and_the_Pit,6.0
Queen_%28band%29,Queen_(band),9.0
Quetzalcoatl,Quetzalcoatl,7.0
Quito,Quito,4.0
Qur%27an,Qur'an,9.0
R%C3%A9union,Réunion,6.0
RER,RER,5.0
RMS_Titanic,RMS_Titanic,9.0
ROT13,ROT13,4.0
RSS_%28file_format%29,RSS_(file_format),3.0
Rabat,Rabat,5.0
Rabbit,Rabbit,4.0
Rabies,Rabies,6.0
Rabindranath_Tagore,Rabindranath_Tagore,8.0
Race,Race,9.0
Radar,Radar,8.0
Radhanite,Radhanite,3.0
Radio,Radio,9.0
Radio_frequency,Radio_frequency,7.0
Radio_telescope,Radio_telescope,7.0
Radish,Radish,4.0
Radium,Radium,5.0
Radon,Radon,5.0
Ragtime,Ragtime,8.0
Rail_transport,Rail_transport,7.0
Rail_transport_in_India,Rail_transport_in_India,6.0
Railway_post_office,Railway_post_office,3.0
Rain,Rain,9.0
Rainbow,Rainbow,8.0
Rainforest,Rainforest,7.0
Rainhill_Trials,Rainhill_Trials,5.0
Raising_the_Flag_on_Iwo_Jima,Raising_the_Flag_on_Iwo_Jima,6.0
Ralph_Nader,Ralph_Nader,5.0
Rama,Rama,8.0
Ramayana,Ramayana,7.0
Ramesses_II,Ramesses_II,8.0
Ramsgate,Ramsgate,5.0
Ran_%28film%29,Ran_(film),5.0
Raney_nickel,Raney_nickel,3.0
Raphael,Raphael,7.0
Rapping,Rapping,6.0
Raven,Raven,5.0
Ray_of_Light,Ray_of_Light,6.0
Real_tennis,Real_tennis,4.0
Rebecca_Helferich_Clarke,Rebecca_Helferich_Clarke,2.0
Recorder,Recorder,4.0
Recycling,Recycling,6.0
Red_Kite,Red_Kite,5.0
Red_Panda,Red_Panda,6.0
Red_Sea,Red_Sea,7.0
Red_dwarf,Red_dwarf,5.0
Red_giant,Red_giant,5.0
Red_rain_in_Kerala,Red_rain_in_Kerala,3.0
Redshift,Redshift,7.0
Redwing,Redwing,4.0
Redwood_National_and_State_Parks,Redwood_National_and_State_Parks,7.0
Reed_Bunting,Reed_Bunting,3.0
Reed_Warbler,Reed_Warbler,4.0
Refining,Refining,5.0
Refrigerator_car,Refrigerator_car,4.0
Regent%27s_Park,Regent's_Park,7.0
Reggae,Reggae,6.0
Reggaeton,Reggaeton,7.0
Religion,Religion,8.0
Religious_Society_of_Friends,Religious_Society_of_Friends,3.0
Rembrandt,Rembrandt,8.0
Ren%C3%A9_Descartes,René_Descartes,7.0
Renaissance,Renaissance,8.0
Renaissance_music,Renaissance_music,5.0
Renminbi,Renminbi,6.0
Renormalization,Renormalization,5.0
Reptile,Reptile,7.0
Republic_of_China,Republic_of_China,6.0
Republic_of_Ireland,Republic_of_Ireland,8.0
Republic_of_Macedonia,Republic_of_Macedonia,6.0
Republic_of_the_Congo,Republic_of_the_Congo,7.0
Restoration_comedy,Restoration_comedy,4.0
Restoration_literature,Restoration_literature,4.0
Retina,Retina,7.0
Retinol,Retinol,6.0
Retreat_of_glaciers_since_1850,Retreat_of_glaciers_since_1850,5.0
Revised_Standard_Version,Revised_Standard_Version,5.0
Revolution,Revolution,6.0
Reza_Shah,Reza_Shah,7.0
Rhenium,Rhenium,5.0
Rhine,Rhine,6.0
Rhode_Island,Rhode_Island,7.0
Rhodium,Rhodium,5.0
Rhodium%28III%29_chloride,Rhodium(III)_chloride,4.0
Rhubarb,Rhubarb,4.0
Rhythm_and_blues,Rhythm_and_blues,8.0
Rice,Rice,9.0
Richard_Feynman,Richard_Feynman,8.0
Richard_Francis_Burton,Richard_Francis_Burton,6.0
Richard_III_%28play%29,Richard_III_(play),5.0
Richard_III_of_England,Richard_III_of_England,7.0
Richard_II_of_England,Richard_II_of_England,5.0
Richard_I_of_England,Richard_I_of_England,6.0
Richard_Nixon,Richard_Nixon,8.0
Richard_O%27Connor,Richard_O'Connor,4.0
Richard_Stallman,Richard_Stallman,6.0
Richard_Wagner,Richard_Wagner,7.0
Richmond%2C_Virginia,"Richmond,_Virginia",5.0
Riesling,Riesling,7.0
Right_whale,Right_whale,6.0
Ringed_Plover,Ringed_Plover,5.0
Rio_Tinto_Group,Rio_Tinto_Group,7.0
Rio_de_Janeiro,Rio_de_Janeiro,8.0
River,River,4.0
River_Severn,River_Severn,5.0
River_Thames,River_Thames,6.0
Riyadh,Riyadh,6.0
Roald_Amundsen,Roald_Amundsen,7.0
Roan_Antelope,Roan_Antelope,3.0
Robert_Baden-Powell%2C_1st_Baron_Baden-Powell,"Robert_Baden-Powell,_1st_Baron_Baden-Powell",5.0
Robert_Boyle,Robert_Boyle,6.0
Robert_Gascoyne-Cecil%2C_3rd_Marquess_of_Salisbury,"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury",4.0
Robert_Oppenheimer,Robert_Oppenheimer,8.0
Robert_Owen,Robert_Owen,5.0
Robert_Peel,Robert_Peel,6.0
Robert_Schumann,Robert_Schumann,5.0
Robert_Stephenson,Robert_Stephenson,4.0
Robinson_Crusoe,Robinson_Crusoe,7.0
Roche_limit,Roche_limit,7.0
Rock_Bunting,Rock_Bunting,3.0
Rock_Pigeon,Rock_Pigeon,6.0
Rock_of_Gibraltar,Rock_of_Gibraltar,8.0
Rockall,Rockall,5.0
Rocky_Mountains,Rocky_Mountains,7.0
Rococo,Rococo,6.0
Roentgenium,Roentgenium,4.0
Roman_Britain,Roman_Britain,7.0
Roman_Catholic_Church,Roman_Catholic_Church,9.0
Roman_Empire,Roman_Empire,9.0
Roman_Greece,Roman_Greece,6.0
Roman_Vishniac,Roman_Vishniac,2.0
Roman_law,Roman_law,5.0
Roman_mythology,Roman_mythology,7.0
Roman_road,Roman_road,5.0
Roman_villa,Roman_villa,3.0
Romania,Romania,8.0
Romanticism,Romanticism,7.0
Rome,Rome,9.0
Romeo_and_Juliet,Romeo_and_Juliet,8.0
Romulus_Augustus,Romulus_Augustus,5.0
Ronald_Reagan,Ronald_Reagan,9.0
Rondane_National_Park,Rondane_National_Park,3.0
Rook_%28bird%29,Rook_(bird),4.0
Rosa_Parks,Rosa_Parks,8.0
Rose-ringed_Parakeet,Rose-ringed_Parakeet,5.0
Rosemary,Rosemary,6.0
Rosetta_Stone,Rosetta_Stone,9.0
Rotterdam,Rotterdam,7.0
Rowan_Williams,Rowan_Williams,7.0
Royal_Air_Force,Royal_Air_Force,8.0
Royal_Dutch_Shell,Royal_Dutch_Shell,8.0
Royal_Geographical_Society,Royal_Geographical_Society,6.0
Royal_Grammar_School_Worcester,Royal_Grammar_School_Worcester,5.0
Royal_Marines,Royal_Marines,7.0
Royal_National_Theatre,Royal_National_Theatre,6.0
Royal_Navy,Royal_Navy,8.0
Royal_Parks_of_London,Royal_Parks_of_London,6.0
Rubidium,Rubidium,4.0
Rubik%27s_Cube,Rubik's_Cube,9.0
Rudolf_Vrba,Rudolf_Vrba,5.0
Rudyard_Kipling,Rudyard_Kipling,7.0
Rugby_World_Cup,Rugby_World_Cup,8.0
Rugby_football,Rugby_football,7.0
Rule_of_St_Benedict,Rule_of_St_Benedict,5.0
Rupee,Rupee,6.0
Russia,Russia,9.0
Russian_Revolution_of_1917,Russian_Revolution_of_1917,8.0
Russian_constitutional_crisis_of_1993,Russian_constitutional_crisis_of_1993,6.0
Russian_language,Russian_language,8.0
Ruthenium,Ruthenium,6.0
Rutherford_B._Hayes,Rutherford_B._Hayes,7.0
Rutherfordium,Rutherfordium,5.0
Rwanda,Rwanda,7.0
Rwandan_Genocide,Rwandan_Genocide,6.0
S%C3%A3o_Paulo,São_Paulo,9.0
S%C3%A3o_Tom%C3%A9,São_Tomé,5.0
S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe,São_Tomé_and_Príncipe,6.0
S%C3%B8ren_Kierkegaard,Søren_Kierkegaard,7.0
S-mine,S-mine,4.0
S._A._Andr%C3%A9e%27s_Arctic_balloon_expedition_of_1897,S._A._Andrée's_Arctic_balloon_expedition_of_1897,3.0
SD26,SD26,2.0
SR-71_Blackbird,SR-71_Blackbird,8.0
Safflower,Safflower,5.0
Saffron,Saffron,6.0
Sahara,Sahara,7.0
Saint-Pierre_and_Miquelon,Saint-Pierre_and_Miquelon,5.0
Saint_Helena,Saint_Helena,4.0
Saint_Joan_%28play%29,Saint_Joan_(play),6.0
Saint_Kitts_and_Nevis,Saint_Kitts_and_Nevis,6.0
Saint_Lawrence_Seaway,Saint_Lawrence_Seaway,5.0
Saint_Lucia,Saint_Lucia,6.0
Saint_Petersburg,Saint_Petersburg,8.0
Saint_Vincent_and_the_Grenadines,Saint_Vincent_and_the_Grenadines,5.0
Sakurajima,Sakurajima,4.0
Saladin,Saladin,7.0
Salford,Salford,4.0
Salsa_music,Salsa_music,6.0
Salt,Salt,7.0
Salt_Lake_City%2C_Utah,"Salt_Lake_City,_Utah",8.0
Saltasaurus,Saltasaurus,3.0
Salvador_Dal%C3%AD,Salvador_Dalí,9.0
Samantha_Smith,Samantha_Smith,5.0
Samarium,Samarium,4.0
Samoa,Samoa,6.0
Samuel_Beckett,Samuel_Beckett,7.0
Samuel_Taylor_Coleridge,Samuel_Taylor_Coleridge,6.0
San_Diegan,San_Diegan,2.0
San_Diego_Electric_Railway,San_Diego_Electric_Railway,3.0
San_Diego_and_Arizona_Railway,San_Diego_and_Arizona_Railway,2.0
San_Francisco%2C_California,"San_Francisco,_California",9.0
San_Francisco_garter_snake,San_Francisco_garter_snake,3.0
San_Jose%2C_California,"San_Jose,_California",8.0
San_Marino,San_Marino,6.0
Sand,Sand,5.0
Sand_art_and_play,Sand_art_and_play,4.0
Sand_shark,Sand_shark,2.0
Sandringham_House,Sandringham_House,6.0
Sandur,Sandur,1.0
Sandy_Koufax,Sandy_Koufax,8.0
Sanskrit,Sanskrit,7.0
Sanssouci,Sanssouci,6.0
Santa_Claus,Santa_Claus,10.0
Santamar%C3%ADa_%28volcano%29,Santamaría_(volcano),5.0
Santiago%2C_Chile,"Santiago,_Chile",8.0
Santorini,Santorini,8.0
Sarajevo,Sarajevo,7.0
Sardar_Vallabhbhai_Patel,Sardar_Vallabhbhai_Patel,6.0
Sasha_%28DJ%29,Sasha_(DJ),5.0
Sassanid_Empire,Sassanid_Empire,9.0
Saturn,Saturn,9.0
Saturn_V,Saturn_V,8.0
Saudi_Arabia,Saudi_Arabia,9.0
Saurischia,Saurischia,6.0
Sauropodomorpha,Sauropodomorpha,6.0
Sauroposeidon,Sauroposeidon,5.0
Sauropsid,Sauropsid,4.0
Saxicola,Saxicola,7.0
Saxophone,Saxophone,8.0
Scandium,Scandium,3.0
Scanian_%28linguistics%29,Scanian_(linguistics),2.0
Scattered_disc,Scattered_disc,3.0
Scelidosaurus,Scelidosaurus,2.0
Scent_of_a_Woman,Scent_of_a_Woman,6.0
Schatzki_ring,Schatzki_ring,3.0
Scheme_programming_language,Scheme_programming_language,4.0
Schizophrenia,Schizophrenia,7.0
Schr%C3%B6dinger_equation,Schrödinger_equation,7.0
Schuttern_Gospels,Schuttern_Gospels,2.0
Science,Science,10.0
Scientific_classification,Scientific_classification,7.0
Scooby-Doo,Scooby-Doo,9.0
Scotch_College%2C_Perth,"Scotch_College,_Perth",5.0
Scotland,Scotland,9.0
Scotland_in_the_High_Middle_Ages,Scotland_in_the_High_Middle_Ages,4.0
Scots_language,Scots_language,3.0
Scott_Special,Scott_Special,4.0
Scottish_Episcopal_Church,Scottish_Episcopal_Church,5.0
Scottish_Gaelic_language,Scottish_Gaelic_language,6.0
Scottish_Highlands,Scottish_Highlands,6.0
Scottish_mythology,Scottish_mythology,5.0
Scouting,Scouting,7.0
Scramble_for_Africa,Scramble_for_Africa,6.0
Screw,Screw,3.0
Scrooge_McDuck,Scrooge_McDuck,7.0
Sculpture,Sculpture,6.0
Scurvy,Scurvy,5.0
Sea,Sea,9.0
Sea_level_rise,Sea_level_rise,8.0
Sea_of_Galilee,Sea_of_Galilee,8.0
Seaborgium,Seaborgium,5.0
Sean_Connery,Sean_Connery,9.0
Sears_Catalog_Home,Sears_Catalog_Home,4.0
Season,Season,6.0
Seattle%2C_Washington,"Seattle,_Washington",7.0
Seawater,Seawater,5.0
Second_Boer_War,Second_Boer_War,4.0
Second_Congo_War,Second_Congo_War,4.0
Second_Crusade,Second_Crusade,4.0
Seed,Seed,10.0
Seinfeld,Seinfeld,9.0
Selena,Selena,8.0
Selenium,Selenium,6.0
Semiconductor,Semiconductor,7.0
Semiconductor_device,Semiconductor_device,5.0
Senate_of_Canada,Senate_of_Canada,6.0
Senegal,Senegal,7.0
Senufo_languages,Senufo_languages,4.0
Seoul,Seoul,8.0
Separation_of_powers_under_the_United_States_Constitution,Separation_of_powers_under_the_United_States_Constitution,8.0
September_11%2C_2001_attacks,"September_11,_2001_attacks",10.0
Sequence_alignment,Sequence_alignment,5.0
Sequoia,Sequoia,6.0
Serbia,Serbia,6.0
Serbia_and_Montenegro,Serbia_and_Montenegro,5.0
Serenity_%28film%29,Serenity_(film),7.0
Sermon_on_the_Mount,Sermon_on_the_Mount,7.0
Sesame,Sesame,6.0
Sesame_Street,Sesame_Street,9.0
Set,Set,6.0
Severn_crossing,Severn_crossing,5.0
Seychelles,Seychelles,7.0
Sgt._Pepper%27s_Lonely_Hearts_Club_Band,Sgt._Pepper's_Lonely_Hearts_Club_Band,9.0
Shabo_language,Shabo_language,2.0
Shackleton_%28crater%29,Shackleton_(crater),3.0
Shaka,Shaka,6.0
Shanghai,Shanghai,8.0
Shark,Shark,7.0
Sharon_Tate,Sharon_Tate,8.0
Sheffield,Sheffield,7.0
Sheikh_Mujibur_Rahman,Sheikh_Mujibur_Rahman,8.0
Shelduck,Shelduck,3.0
Shenzhou_6,Shenzhou_6,5.0
Shenzhou_spacecraft,Shenzhou_spacecraft,5.0
Shetland,Shetland,6.0
Shielded_metal_arc_welding,Shielded_metal_arc_welding,4.0
Shigin,Shigin,2.0
Shining_Path,Shining_Path,6.0
Shinto,Shinto,7.0
Ship,Ship,5.0
Shoe_polish,Shoe_polish,3.0
Short-beaked_Echidna,Short-beaked_Echidna,4.0
Shoshone_National_Forest,Shoshone_National_Forest,4.0
Shrimp_farm,Shrimp_farm,3.0
Shrine_of_Remembrance,Shrine_of_Remembrance,5.0
Shroud_of_Turin,Shroud_of_Turin,6.0
Sichuan_Pepper,Sichuan_Pepper,4.0
Sicilian_Baroque,Sicilian_Baroque,3.0
Sickle-cell_disease,Sickle-cell_disease,6.0
Siege,Siege,7.0
Siege_of_Antioch,Siege_of_Antioch,5.0
Sierra_Leone,Sierra_Leone,6.0
Sigmund_Freud,Sigmund_Freud,9.0
Sikhism,Sikhism,8.0
Sikkim,Sikkim,4.0
Silent_film,Silent_film,6.0
Silicon,Silicon,5.0
Silurian,Silurian,3.0
Silver,Silver,5.0
Sim%C3%B3n_Bol%C3%ADvar,Simón_Bolívar,8.0
SimCity,SimCity,7.0
Simca_Vedette,Simca_Vedette,5.0
Sinclair_Research_Ltd,Sinclair_Research_Ltd,6.0
Singapore,Singapore,9.0
Sino-German_cooperation_%281911-1941%29,Sino-German_cooperation_(1911-1941),4.0
Sino-Roman_relations,Sino-Roman_relations,4.0
Sirius,Sirius,6.0
Sistine_Chapel_ceiling,Sistine_Chapel_ceiling,7.0
Sitting_Bull,Sitting_Bull,8.0
Six-party_talks_concerning_North_Korea%27s_nuclear_program,Six-party_talks_concerning_North_Korea's_nuclear_program,6.0
Sk%C3%A5neland,Skåneland,3.0
Ska,Ska,5.0
Skiing,Skiing,6.0
Skylark,Skylark,4.0
Slavery,Slavery,9.0
Slavic_mythology,Slavic_mythology,6.0
Sleep,Sleep,7.0
Slovakia,Slovakia,7.0
Slovenia,Slovenia,7.0
Smallpox,Smallpox,8.0
Smog,Smog,7.0
Snaefell_Mountain_Railway,Snaefell_Mountain_Railway,3.0
Snake_charming,Snake_charming,4.0
Snow,Snow,6.0
Snow_Goose,Snow_Goose,5.0
Snowball_Earth,Snowball_Earth,4.0
Snowdonia,Snowdonia,6.0
Snowdonia_National_Park,Snowdonia_National_Park,7.0
Snowy_Owl,Snowy_Owl,5.0
Social_anxiety,Social_anxiety,5.0
Social_capital,Social_capital,6.0
Social_contract_%28Malaysia%29,Social_contract_(Malaysia),3.0
Socialism,Socialism,7.0
Society,Society,6.0
Society_of_Merchant_Venturers,Society_of_Merchant_Venturers,4.0
Sociocultural_evolution,Sociocultural_evolution,5.0
Sociology,Sociology,7.0
Socrates,Socrates,2.0
Soddo_language,Soddo_language,3.0
Sodium,Sodium,8.0
Sodium_hydroxide,Sodium_hydroxide,6.0
Sodium_sulfate,Sodium_sulfate,5.0
Soil,Soil,7.0
Soil_moisture,Soil_moisture,5.0
Soil_pH,Soil_pH,5.0
Soil_profile,Soil_profile,4.0
Soil_salination,Soil_salination,4.0
Soil_science,Soil_science,5.0
Soil_structure,Soil_structure,6.0
Soils_retrogression_and_degradation,Soils_retrogression_and_degradation,0.0
Solar_System,Solar_System,9.0
Solar_eclipse,Solar_eclipse,8.0
Solomon_Islands,Solomon_Islands,6.0
Somalia,Somalia,7.0
Song_Thrush,Song_Thrush,5.0
Sonic_the_Hedgehog_%28character%29,Sonic_the_Hedgehog_(character),8.0
Sony,Sony,9.0
Sorghum,Sorghum,4.0
Sorrel,Sorrel,4.0
Soukous,Soukous,5.0
Sound,Sound,9.0
Soup,Soup,7.0
South_Africa,South_Africa,9.0
South_America,South_America,8.0
South_China_Sea,South_China_Sea,7.0
South_Georgia_and_the_South_Sandwich_Islands,South_Georgia_and_the_South_Sandwich_Islands,4.0
South_Korea,South_Korea,9.0
South_Ossetia,South_Ossetia,5.0
Southampton,Southampton,7.0
Southern_Africa,Southern_Africa,7.0
Southern_Ocean,Southern_Ocean,6.0
Southern_Pacific_4449,Southern_Pacific_4449,2.0
Southern_Rockhopper_Penguin,Southern_Rockhopper_Penguin,3.0
Southern_United_States,Southern_United_States,6.0
Soviet_Union,Soviet_Union,9.0
Soybean,Soybean,8.0
Space_Invaders,Space_Invaders,7.0
Space_Race,Space_Race,8.0
Space_Shuttle_Challenger,Space_Shuttle_Challenger,7.0
Space_Shuttle_Challenger_disaster,Space_Shuttle_Challenger_disaster,8.0
Space_Shuttle_Columbia,Space_Shuttle_Columbia,8.0
Space_Shuttle_Columbia_disaster,Space_Shuttle_Columbia_disaster,7.0
Space_Shuttle_Endeavour,Space_Shuttle_Endeavour,6.0
Space_Shuttle_program,Space_Shuttle_program,7.0
Space_exploration,Space_exploration,9.0
Space_station,Space_station,8.0
Space_suit,Space_suit,6.0
Spacecraft_propulsion,Spacecraft_propulsion,6.0
Spain,Spain,9.0
Spanish_Armada,Spanish_Armada,8.0
Spanish_Inquisition,Spanish_Inquisition,8.0
Spanish_conquest_of_the_Inca_Empire,Spanish_conquest_of_the_Inca_Empire,7.0
Spanish_language,Spanish_language,9.0
Sparrow,Sparrow,6.0
Sparrowhawk,Sparrowhawk,5.0
Speaker_of_the_British_House_of_Commons,Speaker_of_the_British_House_of_Commons,7.0
Speaker_of_the_United_States_House_of_Representatives,Speaker_of_the_United_States_House_of_Representatives,7.0
Special_relativity,Special_relativity,8.0
Speech_synthesis,Speech_synthesis,6.0
Speed_of_light,Speed_of_light,8.0
Sperm_Whale,Sperm_Whale,7.0
Sphere,Sphere,6.0
Spherical_aberration,Spherical_aberration,5.0
Spider,Spider,6.0
Spinosaurus,Spinosaurus,7.0
Spirit_of_the_American_Doughboy,Spirit_of_the_American_Doughboy,4.0
Spix%27s_Macaw,Spix's_Macaw,6.0
Split_infinitive,Split_infinitive,4.0
Sponsorship_Directdebit,Sponsorship_Directdebit,3.0
Sport,Sport,8.0
Spotted_Flycatcher,Spotted_Flycatcher,3.0
Spring_%28season%29,Spring_(season),7.0
Spring_Heeled_Jack,Spring_Heeled_Jack,5.0
Sputnik_1,Sputnik_1,9.0
Sputnik_2,Sputnik_2,8.0
Sputnik_program,Sputnik_program,6.0
Spyware,Spyware,7.0
Squash_%28sport%29,Squash_(sport),6.0
Sri_Lanka,Sri_Lanka,8.0
Sri_Lankan_Civil_War,Sri_Lankan_Civil_War,5.0
St_Buryan,St_Buryan,3.0
St_Michael%27s_Mount,St_Michael's_Mount,4.0
St_Paul%27s_Cathedral,St_Paul's_Cathedral,6.0
Stag_beetle,Stag_beetle,3.0
Stage_%28theatre%29,Stage_(theatre),5.0
Stained_glass,Stained_glass,5.0
Stanis%C5%82aw_Koniecpolski,Stanisław_Koniecpolski,6.0
Stanis%C5%82aw_Lem,Stanisław_Lem,6.0
Stanley%2C_Falkland_Islands,"Stanley,_Falkland_Islands",3.0
Stanley_Baldwin,Stanley_Baldwin,7.0
Star,Star,6.0
StarCraft,StarCraft,8.0
Star_Fox__Assault,Star_Fox__Assault,5.0
Star_Trek,Star_Trek,9.0
Star_Trek__Deep_Space_Nine,Star_Trek__Deep_Space_Nine,8.0
Star_Trek__The_Original_Series,Star_Trek__The_Original_Series,9.0
Star_Wars,Star_Wars,10.0
Star_Wars_Episode_IV__A_New_Hope,Star_Wars_Episode_IV__A_New_Hope,9.0
Star_anise,Star_anise,4.0
Stargate_SG-1,Stargate_SG-1,9.0
Starling,Starling,3.0
Starship_Troopers,Starship_Troopers,7.0
Statistics,Statistics,8.0
Statue_of_Zeus_at_Olympia,Statue_of_Zeus_at_Olympia,6.0
Steam_engine,Steam_engine,8.0
Steel,Steel,7.0
Stefan_Edberg,Stefan_Edberg,5.0
Stegosaurus,Stegosaurus,8.0
Stem_cell,Stem_cell,8.0
Stephen_Harper,Stephen_Harper,7.0
Stephen_Hawking,Stephen_Hawking,9.0
Stephen_Jay_Gould,Stephen_Jay_Gould,6.0
Stephen_Trigg,Stephen_Trigg,3.0
